,site_name,resolution,scalar,cells,particles,run_n,run_time,area_m2,area_km2,p_density,error,tri
155,SJER,10,0.25,2929,732.25,5,0.1523835659027099,292900,0.2929,0.25,0.03695475350695748,0.028
156,SJER,10,0.25,2929,732.25,6,0.2875905036926269,292900,0.2929,0.25,0.03695475350695748,0.028
157,SJER,10,0.25,2929,732.25,7,0.2653372287750244,292900,0.2929,0.25,0.03695475350695748,0.028
158,SJER,10,0.25,2929,732.25,8,0.1405978202819824,292900,0.2929,0.25,0.03695475350695748,0.028
159,SJER,10,0.25,2929,732.25,9,0.14461350440979,292900,0.2929,0.25,0.03695475350695748,0.028
160,SJER,10,0.5,2929,1464.5,0,0.1957824230194091,292900,0.2929,0.5,0.026130956801846985,0.028
161,SJER,10,0.5,2929,1464.5,1,0.2442564964294433,292900,0.2929,0.5,0.026130956801846985,0.028
162,SJER,10,0.5,2929,1464.5,2,0.2145485877990722,292900,0.2929,0.5,0.026130956801846985,0.028
163,SJER,10,0.5,2929,1464.5,3,0.1877193450927734,292900,0.2929,0.5,0.026130956801846985,0.028
164,SJER,10,0.5,2929,1464.5,4,0.1414756774902343,292900,0.2929,0.5,0.026130956801846985,0.028
165,SJER,10,0.5,2929,1464.5,5,0.1436233520507812,292900,0.2929,0.5,0.026130956801846985,0.028
166,SJER,10,0.5,2929,1464.5,6,0.1751406192779541,292900,0.2929,0.5,0.026130956801846985,0.028
167,SJER,10,0.5,2929,1464.5,7,0.1316077709197998,292900,0.2929,0.5,0.026130956801846985,0.028
168,SJER,10,0.5,2929,1464.5,8,0.2116730213165283,292900,0.2929,0.5,0.026130956801846985,0.028
169,SJER,10,0.5,2929,1464.5,9,0.2278027534484863,292900,0.2929,0.5,0.026130956801846985,0.028
170,SJER,10,1.0,2929,2929.0,0,0.3156201839447021,292900,0.2929,1.0,0.01847737675347874,0.028
171,SJER,10,1.0,2929,2929.0,1,0.2088465690612793,292900,0.2929,1.0,0.01847737675347874,0.028
172,SJER,10,1.0,2929,2929.0,2,0.1657173633575439,292900,0.2929,1.0,0.01847737675347874,0.028
173,SJER,10,1.0,2929,2929.0,3,0.2689235210418701,292900,0.2929,1.0,0.01847737675347874,0.028
174,SJER,10,1.0,2929,2929.0,4,0.2138557434082031,292900,0.2929,1.0,0.01847737675347874,0.028
175,SJER,10,1.0,2929,2929.0,5,0.1835153102874755,292900,0.2929,1.0,0.01847737675347874,0.028
176,SJER,10,1.0,2929,2929.0,6,0.3269126415252685,292900,0.2929,1.0,0.01847737675347874,0.028
177,SJER,10,1.0,2929,2929.0,7,0.2759275436401367,292900,0.2929,1.0,0.01847737675347874,0.028
178,SJER,10,1.0,2929,2929.0,8,0.2221429347991943,292900,0.2929,1.0,0.01847737675347874,0.028
179,SJER,10,1.0,2929,2929.0,9,0.2550387382507324,292900,0.2929,1.0,0.01847737675347874,0.028
180,SJER,10,2.0,2929,5858.0,0,0.2014651298522949,292900,0.2929,2.0,0.013065478400923492,0.028
181,SJER,10,2.0,2929,5858.0,1,0.2591950893402099,292900,0.2929,2.0,0.013065478400923492,0.028
182,SJER,10,2.0,2929,5858.0,2,0.2185747623443603,292900,0.2929,2.0,0.013065478400923492,0.028
183,SJER,10,2.0,2929,5858.0,3,0.2406346797943115,292900,0.2929,2.0,0.013065478400923492,0.028
184,SJER,10,2.0,2929,5858.0,4,0.1883084774017334,292900,0.2929,2.0,0.013065478400923492,0.028
185,SJER,10,2.0,2929,5858.0,5,0.2435383796691894,292900,0.2929,2.0,0.013065478400923492,0.028
186,SJER,10,2.0,2929,5858.0,6,0.2037694454193115,292900,0.2929,2.0,0.013065478400923492,0.028
187,SJER,10,2.0,2929,5858.0,7,0.2430610656738281,292900,0.2929,2.0,0.013065478400923492,0.028
188,SJER,10,2.0,2929,5858.0,8,0.2431395053863525,292900,0.2929,2.0,0.013065478400923492,0.028
189,SJER,10,2.0,2929,5858.0,9,0.239647626876831,292900,0.2929,2.0,0.013065478400923492,0.028
190,SJER,10,4.0,2929,11716.0,0,0.2601461410522461,292900,0.2929,4.0,0.00923868837673937,0.028
191,SJER,10,4.0,2929,11716.0,1,0.3000578880310058,292900,0.2929,4.0,0.00923868837673937,0.028
192,SJER,10,4.0,2929,11716.0,2,0.4028370380401611,292900,0.2929,4.0,0.00923868837673937,0.028
193,SJER,10,4.0,2929,11716.0,3,0.2738497257232666,292900,0.2929,4.0,0.00923868837673937,0.028
194,SJER,10,4.0,2929,11716.0,4,0.3126261234283447,292900,0.2929,4.0,0.00923868837673937,0.028
195,SJER,10,4.0,2929,11716.0,5,0.2563984394073486,292900,0.2929,4.0,0.00923868837673937,0.028
196,SJER,10,4.0,2929,11716.0,6,0.3260912895202636,292900,0.2929,4.0,0.00923868837673937,0.028
197,SJER,10,4.0,2929,11716.0,7,0.3048272132873535,292900,0.2929,4.0,0.00923868837673937,0.028
